MesañoISIN;mes-año;mes;año;Fecha;Name ;Peso;Peso en %;ISIN 1;Sector;ISIN 2;ISIN 3;ISIN 4;;
52002-LU0140205948;52002;5;2002;1/5/02;ARCELOR;1,17;1,17%;LU0140205948;Industrial;;;;;
52002-ES0109067019;52002;5;2002;1/5/02;AMADEUS;1,13;1,13%;ES0109067019;Technology;ES0184633032;;;;
52002-ES0162601019;52002;5;2002;1/5/02;FERROVIAL;1,10;1,10%;ES0162601019;Industrial;ES0162601019;;;;error
52002-ES0125220311;52002;5;2002;1/5/02;ACCIONA;1,09;1,09%;ES0125220311;Industrial;;;;;
52002-ES0178401016;52002;5;2002;1/5/02;TELF.MOVILES;1,03;1,03%;ES0178401016;Telecommunications Services;;;;;
52002-ES0132105018;52002;5;2002;1/5/02;ACERINOX 'R';1,02;1,02%;ES0132105018;Industrial;ES0132105331;;;;
52002-ES0113679I37;52002;5;2002;1/5/02;BANKINTER 'R';0,96;0,96%;ES0113679I37;Financials;ES0113679338;;;;
52002-ES0167050915;52002;5;2002;1/5/02;ACS ACTIV.CONSTR.Y SERV.;0,82;0,82%;ES0167050915;Industrial;ES0167050311;;;;
52002-ES0122060314;52002;5;2002;1/5/02;FCC;0,70;0,70%;ES0122060314;Industrial;;;;;
52002-ES0169501022;52002;5;2002;1/5/02;PHARMA MAR;0,67;0,67%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
52002-ES0178419117;52002;5;2002;1/5/02;TPI;0,66;0,66%;ES0178419117;Energy;ES0178419018;;;;
52002-ES0117160111;52002;5;2002;1/5/02;COR.ALBA;0,66;0,66%;ES0117160111;Financials;ES0117160012;;;;
52002-ES0118095019;52002;5;2002;1/5/02;CARREFOUR;0,64;0,64%;ES0118095019;Consumer Non-Cyclical;;;;;
52002-ES0178483139;52002;5;2002;1/5/02;SOGECABLE;0,61;0,61%;ES0178483139;Telecommunications Services;;;;;
52002-ES0161560018;52002;5;2002;1/5/02;NH HOTELES;0,59;0,59%;ES0161560018;Consumer Cyclical;;;;;
52002-ES0171743901;52002;5;2002;1/5/02;PRISA A;0,50;0,50%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
52002-ES0118594417;52002;5;2002;1/5/02;INDRA SISTEMAS;0,50;0,50%;ES0118594417;Technology;ES0118594011;;;;
52002-ES0143416115;52002;5;2002;1/5/02;SIEMENS GAMESA RENEWABLE ENERGY;0,45;0,45%;ES0143416115;Energy;ES0143416016;;;;
52002-ES0173093024;52002;5;2002;1/5/02;RED ELECTRICA;0,33;0,33%;ES0173093024;Utilities;ES0173093115;;;;
52002-ES0176252718;52002;5;2002;1/5/02;MELIA HOTELS INTL.;0,32;0,32%;ES0176252718;Consumer Cyclical;;;;;
52002-ES0178344117;52002;5;2002;1/5/02;TELEPIZZA;0,11;0,11%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
62002-ES0178430E18;62002;6;2002;1/6/02;TELEFONICA;17,15;17,15%;ES0178430E18;Telecommunications Services;;;;;
62002-ES0113900J37;62002;6;2002;1/6/02;BANCO SANTANDER;15,91;15,91%;ES0113900J37;Financials;ES0113900G30;;;;
62002-ES0113211835;62002;6;2002;1/6/02;BBV.ARGENTARIA;15,19;15,19%;ES0113211835;Financials;ES0113211033;;;;
62002-ES0130670112;62002;6;2002;1/6/02;ENDESA;6,46;6,46%;ES0130670112;Utilities;ES0130670013;;;;
62002-ES0173516115;62002;6;2002;1/6/02;REPSOL YPF;6,05;6,05%;ES0173516115;Energy;ES0173516016;;;;
62002-ES0144580Y14;62002;6;2002;1/6/02;IBERDROLA;5,52;5,52%;ES0144580Y14;Utilities;ES0144580018;;;;
62002-ES0113790226;62002;6;2002;1/6/02;BANCO POPULAR ESPANOL;4,03;4,03%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
62002-ES0148396007;62002;6;2002;1/6/02;INDITEX;3,32;3,32%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
62002-ES0177040013;62002;6;2002;1/6/02;ALTADIS;2,65;2,65%;ES0177040013;Consumer Non-Cyclical;;;;;
62002-ES0181380710;62002;6;2002;1/6/02;UNION FENOSA;2,35;2,35%;ES0181380710;Utilities;ES0181380017;;;;
62002-ES0178174019;62002;6;2002;1/6/02;TERRA;1,48;1,48%;ES0178174019;Telecommunications Services;;;;;
62002-ES0116870314;62002;6;2002;1/6/02;NATURGY ENERGY;1,45;1,45%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
62002-ES0111845014;62002;6;2002;1/6/02;ABERTIS;1,36;1,36%;ES0111845014;Industrial;;;;;
62002-ES0127070110;62002;6;2002;1/6/02;DRAGADOS;1,29;1,29%;ES0127070110;Industrial;;;;;
62002-LU0140205948;62002;6;2002;1/6/02;ARCELOR;1,26;1,26%;LU0140205948;Industrial;;;;;
62002-ES0162601019;62002;6;2002;1/6/02;FERROVIAL;1,21;1,21%;ES0162601019;Industrial;ES0162601019;;;;error
62002-ES0109067019;62002;6;2002;1/6/02;AMADEUS;1,19;1,19%;ES0109067019;Technology;ES0184633032;;;;
62002-ES0125220311;62002;6;2002;1/6/02;ACCIONA;1,17;1,17%;ES0125220311;Industrial;;;;;
62002-ES0132105018;62002;6;2002;1/6/02;ACERINOX 'R';1,16;1,16%;ES0132105018;Industrial;ES0132105331;;;;
62002-ES0178401016;62002;6;2002;1/6/02;TELF.MOVILES;1,05;1,05%;ES0178401016;Telecommunications Services;;;;;
62002-ES0113679I37;62002;6;2002;1/6/02;BANKINTER 'R';0,94;0,94%;ES0113679I37;Financials;ES0113679338;;;;
62002-ES0167050915;62002;6;2002;1/6/02;ACS ACTIV.CONSTR.Y SERV.;0,87;0,87%;ES0167050915;Industrial;ES0167050311;;;;
62002-ES0122060314;62002;6;2002;1/6/02;FCC;0,74;0,74%;ES0122060314;Industrial;;;;;
62002-ES0118095019;62002;6;2002;1/6/02;CARREFOUR;0,71;0,71%;ES0118095019;Consumer Non-Cyclical;;;;;
62002-ES0117160111;62002;6;2002;1/6/02;COR.ALBA;0,70;0,70%;ES0117160111;Financials;ES0117160012;;;;
62002-ES0169501022;62002;6;2002;1/6/02;PHARMA MAR;0,67;0,67%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
62002-ES0178419117;62002;6;2002;1/6/02;TPI;0,63;0,63%;ES0178419117;Energy;ES0178419018;;;;
62002-ES0161560018;62002;6;2002;1/6/02;NH HOTELES;0,63;0,63%;ES0161560018;Consumer Cyclical;;;;;
62002-ES0178483139;62002;6;2002;1/6/02;SOGECABLE;0,58;0,58%;ES0178483139;Telecommunications Services;;;;;
62002-ES0118594417;62002;6;2002;1/6/02;INDRA SISTEMAS;0,54;0,54%;ES0118594417;Technology;ES0118594011;;;;
62002-ES0171743901;62002;6;2002;1/6/02;PRISA A;0,46;0,46%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
62002-ES0143416115;62002;6;2002;1/6/02;SIEMENS GAMESA RENEWABLE ENERGY;0,45;0,45%;ES0143416115;Energy;ES0143416016;;;;
62002-ES0173093024;62002;6;2002;1/6/02;RED ELECTRICA;0,37;0,37%;ES0173093024;Utilities;ES0173093115;;;;
62002-ES0176252718;62002;6;2002;1/6/02;MELIA HOTELS INTL.;0,35;0,35%;ES0176252718;Consumer Cyclical;;;;;
62002-ES0178344117;62002;6;2002;1/6/02;TELEPIZZA;0,11;0,11%;ES0178344117;Consumer Cyclical;ES0178344315;;;;
72002-ES0178430E18;72002;7;2002;1/7/02;TELEFONICA;19,55;19,55%;ES0178430E18;Telecommunications Services;;;;;
72002-ES0113211835;72002;7;2002;1/7/02;BBV.ARGENTARIA;13,78;13,78%;ES0113211835;Financials;ES0113211033;;;;
72002-ES0113900J37;72002;7;2002;1/7/02;BANCO SANTANDER;13,38;13,38%;ES0113900J37;Financials;ES0113900G30;;;;
72002-ES0173516115;72002;7;2002;1/7/02;REPSOL YPF;6,77;6,77%;ES0173516115;Energy;ES0173516016;;;;
72002-ES0130670112;72002;7;2002;1/7/02;ENDESA;5,38;5,38%;ES0130670112;Utilities;ES0130670013;;;;
72002-ES0144580Y14;72002;7;2002;1/7/02;IBERDROLA;4,90;4,90%;ES0144580Y14;Utilities;ES0144580018;;;;
72002-ES0113790226;72002;7;2002;1/7/02;BANCO POPULAR ESPANOL;4,33;4,33%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
72002-ES0116870314;72002;7;2002;1/7/02;NATURGY ENERGY;3,47;3,47%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
72002-ES0148396007;72002;7;2002;1/7/02;INDITEX;3,34;3,34%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
72002-ES0177040013;72002;7;2002;1/7/02;ALTADIS;2,76;2,76%;ES0177040013;Consumer Non-Cyclical;;;;;
72002-ES0181380710;72002;7;2002;1/7/02;UNION FENOSA;1,82;1,82%;ES0181380710;Utilities;ES0181380017;;;;
72002-ES0178174019;72002;7;2002;1/7/02;TERRA;1,69;1,69%;ES0178174019;Telecommunications Services;;;;;
72002-ES0111845014;72002;7;2002;1/7/02;ABERTIS;1,48;1,48%;ES0111845014;Industrial;;;;;
72002-ES0178401016;72002;7;2002;1/7/02;TELF.MOVILES;1,33;1,33%;ES0178401016;Telecommunications Services;;;;;
72002-ES0127070110;72002;7;2002;1/7/02;DRAGADOS;1,27;1,27%;ES0127070110;Industrial;;;;;
72002-ES0132105018;72002;7;2002;1/7/02;ACERINOX 'R';1,23;1,23%;ES0132105018;Industrial;ES0132105331;;;;
72002-LU0140205948;72002;7;2002;1/7/02;ARCELOR;1,20;1,20%;LU0140205948;Industrial;;;;;
72002-ES0125220311;72002;7;2002;1/7/02;ACCIONA;1,14;1,14%;ES0125220311;Industrial;;;;;
72002-ES0109067019;72002;7;2002;1/7/02;AMADEUS;1,10;1,10%;ES0109067019;Technology;ES0184633032;;;;
72002-ES0162601019;72002;7;2002;1/7/02;FERROVIAL;1,07;1,07%;ES0162601019;Industrial;ES0162601019;;;;error
72002-ES0113679I37;72002;7;2002;1/7/02;BANKINTER 'R';0,95;0,95%;ES0113679I37;Financials;ES0113679338;;;;
72002-ES0167050915;72002;7;2002;1/7/02;ACS ACTIV.CONSTR.Y SERV.;0,88;0,88%;ES0167050915;Industrial;ES0167050311;;;;
72002-ES0122060314;72002;7;2002;1/7/02;FCC;0,73;0,73%;ES0122060314;Industrial;;;;;
72002-ES0147200036;72002;7;2002;1/7/02;IBERIA;0,68;0,68%;ES0147200036;Industrial;;;;;
72002-ES0117160111;72002;7;2002;1/7/02;COR.ALBA;0,67;0,67%;ES0117160111;Financials;ES0117160012;;;;
72002-ES0143416115;72002;7;2002;1/7/02;SIEMENS GAMESA RENEWABLE ENERGY;0,66;0,66%;ES0143416115;Energy;ES0143416016;;;;
72002-ES0169501022;72002;7;2002;1/7/02;PHARMA MAR;0,61;0,61%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
72002-ES0178419117;72002;7;2002;1/7/02;TPI;0,60;0,60%;ES0178419117;Energy;ES0178419018;;;;
72002-ES0178483139;72002;7;2002;1/7/02;SOGECABLE;0,58;0,58%;ES0178483139;Telecommunications Services;;;;;
72002-ES0171743901;72002;7;2002;1/7/02;PRISA A;0,56;0,56%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
72002-ES0161560018;72002;7;2002;1/7/02;NH HOTELES;0,55;0,55%;ES0161560018;Consumer Cyclical;;;;;
72002-ES0118594417;72002;7;2002;1/7/02;INDRA SISTEMAS;0,52;0,52%;ES0118594417;Technology;ES0118594011;;;;
72002-ES0173093024;72002;7;2002;1/7/02;RED ELECTRICA;0,38;0,38%;ES0173093024;Utilities;ES0173093115;;;;
72002-ES0118095019;72002;7;2002;1/7/02;CARREFOUR;0,33;0,33%;ES0118095019;Consumer Non-Cyclical;;;;;
72002-ES0176252718;72002;7;2002;1/7/02;MELIA HOTELS INTL.;0,30;0,30%;ES0176252718;Consumer Cyclical;;;;;
82002-ES0178430E18;82002;8;2002;1/8/02;TELEFONICA;19,72;19,72%;ES0178430E18;Telecommunications Services;;;;;
82002-ES0113900J37;82002;8;2002;1/8/02;BANCO SANTANDER;14,09;14,09%;ES0113900J37;Financials;ES0113900G30;;;;
82002-ES0113211835;82002;8;2002;1/8/02;BBV.ARGENTARIA;13,88;13,88%;ES0113211835;Financials;ES0113211033;;;;
82002-ES0173516115;82002;8;2002;1/8/02;REPSOL YPF;7,05;7,05%;ES0173516115;Energy;ES0173516016;;;;
82002-ES0130670112;82002;8;2002;1/8/02;ENDESA;5,56;5,56%;ES0130670112;Utilities;ES0130670013;;;;
82002-ES0144580Y14;82002;8;2002;1/8/02;IBERDROLA;5,15;5,15%;ES0144580Y14;Utilities;ES0144580018;;;;
82002-ES0113790226;82002;8;2002;1/8/02;BANCO POPULAR ESPANOL;3,82;3,82%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
82002-ES0116870314;82002;8;2002;1/8/02;NATURGY ENERGY;3,59;3,59%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
82002-ES0148396007;82002;8;2002;1/8/02;INDITEX;3,23;3,23%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
82002-ES0177040013;82002;8;2002;1/8/02;ALTADIS;3,05;3,05%;ES0177040013;Consumer Non-Cyclical;;;;;
82002-ES0181380710;82002;8;2002;1/8/02;UNION FENOSA;1,67;1,67%;ES0181380710;Utilities;ES0181380017;;;;
82002-ES0178174019;82002;8;2002;1/8/02;TERRA;1,45;1,45%;ES0178174019;Telecommunications Services;;;;;
82002-ES0111845014;82002;8;2002;1/8/02;ABERTIS;1,44;1,44%;ES0111845014;Industrial;;;;;
82002-ES0178401016;82002;8;2002;1/8/02;TELF.MOVILES;1,27;1,27%;ES0178401016;Telecommunications Services;;;;;
82002-ES0162601019;82002;8;2002;1/8/02;FERROVIAL;1,14;1,14%;ES0162601019;Industrial;ES0162601019;;;;error
82002-LU0140205948;82002;8;2002;1/8/02;ARCELOR;1,13;1,13%;LU0140205948;Industrial;;;;;
82002-ES0125220311;82002;8;2002;1/8/02;ACCIONA;1,09;1,09%;ES0125220311;Industrial;;;;;
82002-ES0127070110;82002;8;2002;1/8/02;DRAGADOS;1,09;1,09%;ES0127070110;Industrial;;;;;
82002-ES0132105018;82002;8;2002;1/8/02;ACERINOX 'R';1,09;1,09%;ES0132105018;Industrial;ES0132105331;;;;
82002-ES0109067019;82002;8;2002;1/8/02;AMADEUS;1,07;1,07%;ES0109067019;Technology;ES0184633032;;;;
82002-ES0113679I37;82002;8;2002;1/8/02;BANKINTER 'R';0,94;0,94%;ES0113679I37;Financials;ES0113679338;;;;
82002-ES0167050915;82002;8;2002;1/8/02;ACS ACTIV.CONSTR.Y SERV.;0,77;0,77%;ES0167050915;Industrial;ES0167050311;;;;
82002-ES0147200036;82002;8;2002;1/8/02;IBERIA;0,70;0,70%;ES0147200036;Industrial;;;;;
82002-ES0122060314;82002;8;2002;1/8/02;FCC;0,66;0,66%;ES0122060314;Industrial;;;;;
82002-ES0117160111;82002;8;2002;1/8/02;COR.ALBA;0,65;0,65%;ES0117160111;Financials;ES0117160012;;;;
82002-ES0169501022;82002;8;2002;1/8/02;PHARMA MAR;0,59;0,59%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
82002-ES0143416115;82002;8;2002;1/8/02;SIEMENS GAMESA RENEWABLE ENERGY;0,56;0,56%;ES0143416115;Energy;ES0143416016;;;;
82002-ES0178419117;82002;8;2002;1/8/02;TPI;0,55;0,55%;ES0178419117;Energy;ES0178419018;;;;
82002-ES0161560018;82002;8;2002;1/8/02;NH HOTELES;0,55;0,55%;ES0161560018;Consumer Cyclical;;;;;
82002-ES0171743901;82002;8;2002;1/8/02;PRISA A;0,53;0,53%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
82002-ES0178483139;82002;8;2002;1/8/02;SOGECABLE;0,52;0,52%;ES0178483139;Telecommunications Services;;;;;
82002-ES0118594417;82002;8;2002;1/8/02;INDRA SISTEMAS;0,46;0,46%;ES0118594417;Technology;ES0118594011;;;;
82002-ES0173093024;82002;8;2002;1/8/02;RED ELECTRICA;0,35;0,35%;ES0173093024;Utilities;ES0173093115;;;;
82002-ES0118095019;82002;8;2002;1/8/02;CARREFOUR;0,33;0,33%;ES0118095019;Consumer Non-Cyclical;;;;;
82002-ES0176252718;82002;8;2002;1/8/02;MELIA HOTELS INTL.;0,24;0,24%;ES0176252718;Consumer Cyclical;;;;;
92002-ES0178430E18;92002;9;2002;1/9/02;TELEFONICA;18,85;18,85%;ES0178430E18;Telecommunications Services;;;;;
92002-ES0113900J37;92002;9;2002;1/9/02;BANCO SANTANDER;12,68;12,68%;ES0113900J37;Financials;ES0113900G30;;;;
92002-ES0113211835;92002;9;2002;1/9/02;BBV.ARGENTARIA;12,43;12,43%;ES0113211835;Financials;ES0113211033;;;;
92002-ES0173516115;92002;9;2002;1/9/02;REPSOL YPF;7,53;7,53%;ES0173516115;Energy;ES0173516016;;;;
92002-ES0144580Y14;92002;9;2002;1/9/02;IBERDROLA;6,07;6,07%;ES0144580Y14;Utilities;ES0144580018;;;;
92002-ES0130670112;92002;9;2002;1/9/02;ENDESA;4,98;4,98%;ES0130670112;Utilities;ES0130670013;;;;
92002-ES0113790226;92002;9;2002;1/9/02;BANCO POPULAR ESPANOL;4,35;4,35%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
92002-ES0116870314;92002;9;2002;1/9/02;NATURGY ENERGY;3,95;3,95%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
92002-ES0148396007;92002;9;2002;1/9/02;INDITEX;3,94;3,94%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
92002-ES0177040013;92002;9;2002;1/9/02;ALTADIS;3,55;3,55%;ES0177040013;Consumer Non-Cyclical;;;;;
92002-ES0181380710;92002;9;2002;1/9/02;UNION FENOSA;2,04;2,04%;ES0181380710;Utilities;ES0181380017;;;;
92002-ES0111845014;92002;9;2002;1/9/02;ABERTIS;1,73;1,73%;ES0111845014;Industrial;;;;;
92002-ES0162601019;92002;9;2002;1/9/02;FERROVIAL;1,35;1,35%;ES0162601019;Industrial;ES0162601019;;;;error
92002-ES0127070110;92002;9;2002;1/9/02;DRAGADOS;1,35;1,35%;ES0127070110;Industrial;;;;;
92002-ES0178401016;92002;9;2002;1/9/02;TELF.MOVILES;1,30;1,30%;ES0178401016;Telecommunications Services;;;;;
92002-ES0125220311;92002;9;2002;1/9/02;ACCIONA;1,29;1,29%;ES0125220311;Industrial;;;;;
92002-ES0178174019;92002;9;2002;1/9/02;TERRA;1,27;1,27%;ES0178174019;Telecommunications Services;;;;;
92002-LU0140205948;92002;9;2002;1/9/02;ARCELOR;1,09;1,09%;LU0140205948;Industrial;;;;;
92002-ES0132105018;92002;9;2002;1/9/02;ACERINOX 'R';1,05;1,05%;ES0132105018;Industrial;ES0132105331;;;;
92002-ES0109067019;92002;9;2002;1/9/02;AMADEUS;0,97;0,97%;ES0109067019;Technology;ES0184633032;;;;
92002-ES0167050915;92002;9;2002;1/9/02;ACS ACTIV.CONSTR.Y SERV.;0,92;0,92%;ES0167050915;Industrial;ES0167050311;;;;
92002-ES0113679I37;92002;9;2002;1/9/02;BANKINTER 'R';0,87;0,87%;ES0113679I37;Financials;ES0113679338;;;;
92002-ES0122060314;92002;9;2002;1/9/02;FCC;0,74;0,74%;ES0122060314;Industrial;;;;;
92002-ES0117160111;92002;9;2002;1/9/02;COR.ALBA;0,68;0,68%;ES0117160111;Financials;ES0117160012;;;;
92002-ES0143416115;92002;9;2002;1/9/02;SIEMENS GAMESA RENEWABLE ENERGY;0,61;0,61%;ES0143416115;Energy;ES0143416016;;;;
92002-ES0147200036;92002;9;2002;1/9/02;IBERIA;0,58;0,58%;ES0147200036;Industrial;;;;;
92002-ES0161560018;92002;9;2002;1/9/02;NH HOTELES;0,55;0,55%;ES0161560018;Consumer Cyclical;;;;;
92002-ES0178419117;92002;9;2002;1/9/02;TPI;0,52;0,52%;ES0178419117;Energy;ES0178419018;;;;
92002-ES0169501022;92002;9;2002;1/9/02;PHARMA MAR;0,50;0,50%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
92002-ES0118594417;92002;9;2002;1/9/02;INDRA SISTEMAS;0,42;0,42%;ES0118594417;Technology;ES0118594011;;;;
92002-ES0118095019;92002;9;2002;1/9/02;CARREFOUR;0,42;0,42%;ES0118095019;Consumer Non-Cyclical;;;;;
92002-ES0171743901;92002;9;2002;1/9/02;PRISA A;0,42;0,42%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
92002-ES0173093024;92002;9;2002;1/9/02;RED ELECTRICA;0,40;0,40%;ES0173093024;Utilities;ES0173093115;;;;
92002-ES0178483139;92002;9;2002;1/9/02;SOGECABLE;0,37;0,37%;ES0178483139;Telecommunications Services;;;;;
92002-ES0176252718;92002;9;2002;1/9/02;MELIA HOTELS INTL.;0,23;0,23%;ES0176252718;Consumer Cyclical;;;;;
102002-ES0178430E18;102002;10;2002;1/10/02;TELEFONICA;21,18;21,18%;ES0178430E18;Telecommunications Services;;;;;
102002-ES0113211835;102002;10;2002;1/10/02;BBV.ARGENTARIA;13,98;13,98%;ES0113211835;Financials;ES0113211033;;;;
102002-ES0113900J37;102002;10;2002;1/10/02;BANCO SANTANDER;13,42;13,42%;ES0113900J37;Financials;ES0113900G30;;;;
102002-ES0173516115;102002;10;2002;1/10/02;REPSOL YPF;6,34;6,34%;ES0173516115;Energy;ES0173516016;;;;
102002-ES0130670112;102002;10;2002;1/10/02;ENDESA;5,02;5,02%;ES0130670112;Utilities;ES0130670013;;;;
102002-ES0144580Y14;102002;10;2002;1/10/02;IBERDROLA;4,92;4,92%;ES0144580Y14;Utilities;ES0144580018;;;;
102002-ES0113790226;102002;10;2002;1/10/02;BANCO POPULAR ESPANOL;4,27;4,27%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
102002-ES0148396007;102002;10;2002;1/10/02;INDITEX;3,86;3,86%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
102002-ES0116870314;102002;10;2002;1/10/02;NATURGY ENERGY;3,45;3,45%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
102002-ES0177040013;102002;10;2002;1/10/02;ALTADIS;2,97;2,97%;ES0177040013;Consumer Non-Cyclical;;;;;
102002-ES0181380710;102002;10;2002;1/10/02;UNION FENOSA;1,47;1,47%;ES0181380710;Utilities;ES0181380017;;;;
102002-ES0178401016;102002;10;2002;1/10/02;TELF.MOVILES;1,41;1,41%;ES0178401016;Telecommunications Services;;;;;
102002-ES0111845014;102002;10;2002;1/10/02;ABERTIS;1,41;1,41%;ES0111845014;Industrial;;;;;
102002-ES0178174019;102002;10;2002;1/10/02;TERRA;1,36;1,36%;ES0178174019;Telecommunications Services;;;;;
102002-ES0127070110;102002;10;2002;1/10/02;DRAGADOS;1,14;1,14%;ES0127070110;Industrial;;;;;
102002-ES0125220311;102002;10;2002;1/10/02;ACCIONA;1,13;1,13%;ES0125220311;Industrial;;;;;
102002-ES0162601019;102002;10;2002;1/10/02;FERROVIAL;1,12;1,12%;ES0162601019;Industrial;ES0162601019;;;;error
102002-ES0132105018;102002;10;2002;1/10/02;ACERINOX 'R';1,07;1,07%;ES0132105018;Industrial;ES0132105331;;;;
102002-LU0140205948;102002;10;2002;1/10/02;ARCELOR;1,03;1,03%;LU0140205948;Industrial;;;;;
102002-ES0109067019;102002;10;2002;1/10/02;AMADEUS;1,00;1,00%;ES0109067019;Technology;ES0184633032;;;;
102002-ES0113679I37;102002;10;2002;1/10/02;BANKINTER 'R';0,92;0,92%;ES0113679I37;Financials;ES0113679338;;;;
102002-ES0167050915;102002;10;2002;1/10/02;ACS ACTIV.CONSTR.Y SERV.;0,82;0,82%;ES0167050915;Industrial;ES0167050311;;;;
102002-ES0122060314;102002;10;2002;1/10/02;FCC;0,76;0,76%;ES0122060314;Industrial;;;;;
102002-ES0147200036;102002;10;2002;1/10/02;IBERIA;0,73;0,73%;ES0147200036;Industrial;;;;;
102002-ES0117160111;102002;10;2002;1/10/02;COR.ALBA;0,68;0,68%;ES0117160111;Financials;ES0117160012;;;;
102002-ES0143416115;102002;10;2002;1/10/02;SIEMENS GAMESA RENEWABLE ENERGY;0,61;0,61%;ES0143416115;Energy;ES0143416016;;;;
102002-ES0169501022;102002;10;2002;1/10/02;PHARMA MAR;0,60;0,60%;ES0169501022;Healthcare;ES0169501030;ES0184940817;ES0184940312;;
102002-ES0178419117;102002;10;2002;1/10/02;TPI;0,60;0,60%;ES0178419117;Energy;ES0178419018;;;;
102002-ES0118594417;102002;10;2002;1/10/02;INDRA SISTEMAS;0,47;0,47%;ES0118594417;Technology;ES0118594011;;;;
102002-ES0161560018;102002;10;2002;1/10/02;NH HOTELES;0,46;0,46%;ES0161560018;Consumer Cyclical;;;;;
102002-ES0178483139;102002;10;2002;1/10/02;SOGECABLE;0,44;0,44%;ES0178483139;Telecommunications Services;;;;;
102002-ES0118095019;102002;10;2002;1/10/02;CARREFOUR;0,43;0,43%;ES0118095019;Consumer Non-Cyclical;;;;;
102002-ES0171743901;102002;10;2002;1/10/02;PRISA A;0,42;0,42%;ES0171743901;Consumer Cyclical;ES0171743117;;;;
102002-ES0173093024;102002;10;2002;1/10/02;RED ELECTRICA;0,30;0,30%;ES0173093024;Utilities;ES0173093115;;;;
102002-ES0176252718;102002;10;2002;1/10/02;MELIA HOTELS INTL.;0,22;0,22%;ES0176252718;Consumer Cyclical;;;;;
112002-ES0178430E18;112002;11;2002;1/11/02;TELEFONICA;20,79;20,79%;ES0178430E18;Telecommunications Services;;;;;
112002-ES0113900J37;112002;11;2002;1/11/02;BANCO SANTANDER;14,34;14,34%;ES0113900J37;Financials;ES0113900G30;;;;
112002-ES0113211835;112002;11;2002;1/11/02;BBV.ARGENTARIA;14,00;14,00%;ES0113211835;Financials;ES0113211033;;;;
112002-ES0173516115;112002;11;2002;1/11/02;REPSOL YPF;6,46;6,46%;ES0173516115;Energy;ES0173516016;;;;
112002-ES0130670112;112002;11;2002;1/11/02;ENDESA;5,27;5,27%;ES0130670112;Utilities;ES0130670013;;;;
112002-ES0144580Y14;112002;11;2002;1/11/02;IBERDROLA;4,90;4,90%;ES0144580Y14;Utilities;ES0144580018;;;;
112002-ES0113790226;112002;11;2002;1/11/02;BANCO POPULAR ESPANOL;3,90;3,90%;ES0113790226;Financials;ES0113790531;ES0113790234;;;
112002-ES0148396007;112002;11;2002;1/11/02;INDITEX;3,83;3,83%;ES0148396007;Consumer Cyclical;ES0148396015;;;;
112002-ES0116870314;112002;11;2002;1/11/02;NATURGY ENERGY;3,59;3,59%;ES0116870314;Utilities;ES0116870215;ES0116870413;;;
112002-ES0177040013;112002;11;2002;1/11/02;ALTADIS;2,58;2,58%;ES0177040013;Consumer Non-Cyclical;;;;;
112002-ES0181380710;112002;11;2002;1/11/02;UNION FENOSA;1,70;1,70%;ES0181380710;Utilities;ES0181380017;;;;
112002-ES0178401016;112002;11;2002;1/11/02;TELF.MOVILES;1,32;1,32%;ES0178401016;Telecommunications Services;;;;;
112002-ES0178174019;112002;11;2002;1/11/02;TERRA;1,32;1,32%;ES0178174019;Telecommunications Services;;;;;
112002-ES0111845014;112002;11;2002;1/11/02;ABERTIS;1,31;1,31%;ES0111845014;Industrial;;;;;
112002-ES0127070110;112002;11;2002;1/11/02;DRAGADOS;1,14;1,14%;ES0127070110;Industrial;;;;;
112002-LU0140205948;112002;11;2002;1/11/02;ARCELOR;1,13;1,13%;LU0140205948;Industrial;;;;;
112002-ES0132105018;112002;11;2002;1/11/02;ACERINOX 'R';1,07;1,07%;ES0132105018;Industrial;ES0132105331;;;;
